"","x"
"100",-28.4233760058548
"101",-36.387947819587
"102",-44.6200937605437
"103",-54.8823041864013
"104",-64.7513973126616
"105",-75.747380310317
"106",-87.229549889492
"107",-97.1247912686768
"108",-109.982527986205
"109",-120.337851986687
"110",-131.549271122332
"111",-143.818694823399
"112",-157.096601303962
"113",-173.462961250763
"114",-188.286678327316
"115",-204.205120385806
"116",-220.278920746023
"117",-235.517171098899
"118",-251.980316709739
"119",-267.496025960433
"120",-284.522790985206
"121",-299.168141022668
"122",-315.382653731288
"123",-332.031754169833
"124",-347.495573301517
"125",-364.32170716265
"126",-379.086282092546
"127",-394.593580376443
"128",-409.011185120497
"129",-425.033827763309
"130",-440.267429896774
"131",-455.510284974575
"132",-471.634926521785
"133",-485.052366618525
"134",-498.554203975969
"135",-510.207199324135
"136",-521.501033561506
"137",-530.91110579004
"138",-540.129321936253
"139",-548.20956583917
"140",-552.818311962609
"141",-556.378203708582
"142",-559.639988466473
"143",-560.902318019062
"144",-561.999462032473
"145",-563.890580180217
"146",-563.58231938685
"147",-563.815696063711
"148",-564.225729899129
"149",-563.614502550844
"150",-562.876308790635
"151",-562.922674093666
"152",-561.037793551401
"153",-558.600200228405
"154",-555.67841311345
"155",-551.676780717831
"156",-548.170751715619
"157",-543.57218531032
"158",-538.622333785336
"159",-531.537957294777
"160",-524.969714509514
"161",-517.763977284864
"162",-510.790959121388
"163",-503.6485623698
"164",-494.888748531003
"165",-486.498143134994
"166",-478.029914478938
"167",-470.107916747331
"168",-460.122120086079
"169",-450.298426910935
"170",-438.814617330445
"171",-425.906218010135
"172",-412.832531186752
"173",-398.229374937868
"174",-380.409129448133
"175",-361.6740229111
"176",-341.926248585964
"177",-318.939114919148
"178",-295.41110861297
"179",-271.564881152058
"180",-245.408401933773
"181",-218.407283307034
"182",-190.283619104543
"183",-160.710629723985
"184",-130.064398428756
"185",-98.3331349501741
"186",-66.3525998501552
"187",-35.5348798438966
"188",-1.86694008118038
"189",30.878535870815
"190",64.0988534062971
"191",98.9082815436358
"192",131.716660102091
"193",165.950696519451
"194",200.237203183182
"195",236.32632300465
"196",270.499207053375
"197",304.413035413874
"198",339.787721313168
"199",371.625178098622
"200",406.642386182451
"201",439.443547930374
"202",471.639248147967
"203",506.065675502581
"204",536.630828920863
"205",567.83355945028
"206",598.910170028779
"207",627.784740802135
"208",656.636005878433
"209",685.652764853528
"210",713.168394401556
"211",739.810551803932
"212",766.844911149115
"213",792.622811690744
"214",816.932191770883
"215",840.621394909785
"216",863.777747427331
"217",888.766569775192
"218",912.756511552467
"219",936.233631268084
"220",960.412612383706
"221",982.752871779311
"222",1004.09891677374
"223",1027.04384317849
"224",1048.74251362616
"225",1069.11454476978
"226",1092.23104082292
"227",1114.40931856666
"228",1136.14295019496
"229",1159.45822224733
"230",1180.55237371269
"231",1202.8409012394
"232",1224.36185291865
"233",1245.48046472284
"234",1267.99531432888
"235",1290.08342778899
"236",1313.67692256897
"237",1337.36428924931
"238",1361.01623376163
"239",1383.68034759329
"240",1408.30395242338
"241",1431.85392362119
"242",1454.903983297
"243",1479.26089787712
"244",1500.82820291139
"245",1525.02989576965
"246",1548.00479165253
"247",1569.53333076975
"248",1592.86744160686
"249",1613.4942613473
"250",1633.71282100176
"251",1655.02412839864
"252",1674.56316834812
"253",1694.12333213081
"254",1713.98728861033
"255",1733.49950604437
"256",1753.38766964265
"257",1774.68996477364
"258",1794.73722638333
"259",1814.06090721906
"260",1836.74209018718
"261",1856.94045994362
"262",1879.81588058537
"263",1903.33721916511
"264",1925.63649451053
"265",1950.74762158279
"266",1975.15275189844
"267",1999.44462679946
"268",2023.62515819694
"269",2048.78158134513
"270",2074.59317243722
"271",2101.80691139816
"272",2128.68491003328
"273",2154.73853422779
"274",2181.28967959282
"275",2207.48342039412
"276",2233.83074232695
"277",2260.00804627131
"278",2285.96699662013
"279",2312.17539734443
"280",2336.51714413
"281",2360.47435386483
"282",2384.10501867583
"283",2406.6760803476
"284",2429.66889677139
"285",2451.14084875507
"286",2472.91425788707
"287",2493.27542152122
"288",2513.30773916592
"289",2535.07175668891
"290",2555.87193768553
"291",2577.06011195579
"292",2597.8838873984
"293",2619.74989175765
"294",2641.55181924379
"295",2663.89344009973
"296",2689.05249375298
"297",2711.92947456007
"298",2735.75162105245
"299",2760.50607987964
"300",2784.3910047374
"301",2810.75055528241
"302",2836.61642212167
"303",2862.31716062636
"304",2887.31391065534
"305",2912.247626634
"306",2938.24262628185
"307",2963.69571377866
"308",2989.67661915121
"309",3015.61218478049
"310",3041.9476084111
"311",3069.2267851257
"312",3095.37172035857
"313",3120.87093622715
"314",3146.67090164728
"315",3171.42598489076
"316",3198.10481949328
"317",3225.12261802863
"318",3249.97550890442
"319",3276.88595066429
"320",3302.22731926236
"321",3327.21225865619
"322",3352.63951042528
"323",3378.04539627282
"324",3403.91560329395
"325",3428.32766993152
"326",3454.85478307821
"327",3479.86285909607
"328",3504.29526665588
"329",3531.34857913957
"330",3555.03191459753
"331",3578.85775661576
"332",3603.60031161888
"333",3626.49588960484
"334",3649.46208376915
"335",3675.90670370048
"336",3700.67470347454
"337",3724.75099930277
"338",3750.48276459599
"339",3774.76723778608
"340",3799.9117900337
"341",3826.34235797673
"342",3853.18116256463
"343",3880.34461023489
"344",3907.71561699738
"345",3937.30488899293
"346",3967.08946560313
"347",3996.57383093459
"348",4024.96024484597
"349",4052.27248797554
"350",4080.83029634987
"351",4109.49949336078
"352",4139.18437384626
"353",4170.63120660606
"354",4199.63618181725
"355",4231.08109246941
"356",4262.07806827608
"357",4292.03226762479
"358",4324.52608757554
"359",4355.90583094598
"360",4387.73721075251
"361",4418.89069160279
"362",4450.98497180284
"363",4482.73823929857
"364",4513.41971770397
"365",4545.58442529011
"366",4576.09724747036
"367",4606.40082745093
"368",4637.2621936389
"369",4667.28367840838
"370",4697.99468243918
"371",4729.07628305969
"372",4759.44983405756
"373",4790.03806552369
"374",4819.84124013199
"375",4848.26434644119
"376",4877.05901001976
"377",4906.09799654634
"378",4935.63466613495
"379",4962.77564134649
"380",4989.01822689539
"381",5013.34826795015
"382",5036.5008712202
"383",5060.69570309482
"384",5083.41059078011
"385",5105.69906334988
"386",5126.29200067193
"387",5146.10944750179
"388",5165.2631899998
"389",5182.58310660255
"390",5201.15948526402
"391",5218.84028640536
"392",5236.68891004428
"393",5254.10453188071
"394",5270.03859691379
"395",5285.62651664049
"396",5300.19570246316
"397",5315.95153121369
"398",5331.79669049578
"399",5345.82248453292
"400",5359.90965293914
"401",5372.17419741589
"402",5382.83161528518
"403",5394.58373386836
"404",5404.50031264643
"405",5415.92119560626
"406",5426.00105188759
"407",5434.19635058593
"408",5442.44456043634
"409",5447.06800604359
"410",5452.51213752333
"411",5457.74301643255
"412",5462.65396748976
"413",5466.92486193883
"414",5470.44672284605
"415",5472.64916569343
"416",5472.87950715139
"417",5473.21661551725
"418",5473.29119794675
"419",5470.22595753156
"420",5468.71143956477
"421",5467.0126157232
"422",5463.8163457655
"423",5462.60819103635
"424",5458.61310409575
"425",5454.15256387111
"426",5449.04819833306
"427",5442.69182591724
"428",5438.59180745067
"429",5435.64161818694
"430",5432.85041180117
"431",5430.12395407897
"432",5425.34588492113
"433",5418.45807740399
"434",5412.86113784528
"435",5404.09521177279
"436",5396.24195065996
"437",5387.82888870421
"438",5374.95051387578
"439",5363.13095167765
"440",5349.97638720131
"441",5334.72718969458
"442",5319.0137090141
"443",5301.9458511127
"444",5285.49906770614
"445",5269.48220071362
"446",5253.62742390653
"447",5238.12464860836
"448",5222.84228399919
"449",5207.68100767458
"450",5194.44495902284
"451",5181.89654879235
"452",5169.14125013676
"453",5157.38904505412
"454",5144.71997242134
"455",5132.08260670711
"456",5118.81577168281
"457",5105.69490939241
"458",5092.60171245157
"459",5078.97253081593
"460",5064.43504787813
"461",5049.43153492335
"462",5034.38792199662
"463",5018.30270349029
"464",5003.22145629667
"465",4987.5308124771
"466",4972.1564749477
"467",4956.84453075543
"468",4942.63202538393
"469",4929.05036021798
"470",4913.61053322375
"471",4899.78568888885
"472",4885.94751690193
"473",4873.61770430129
"474",4861.78282651462
"475",4850.77687153356
"476",4840.75601680485
"477",4829.01840215803
"478",4819.1038194498
"479",4808.90298893573
"480",4798.12781042073
"481",4785.67764792837
"482",4774.18805107517
"483",4764.72882930488
"484",4754.08189548268
"485",4744.2144955138
"486",4733.3671468369
"487",4720.68743889353
"488",4708.33887367798
"489",4693.43775629144
"490",4678.76871140847
"491",4662.5613917018
"492",4645.44788574806
"493",4629.12586686563
"494",4612.49631037132
"495",4593.92437845566
"496",4574.50812697172
"497",4554.7561183727
"498",4532.21311060132
"499",4509.95522803221
"500",4488.78791474636
"501",4466.15529252723
"502",4444.73149427289
"503",4421.64265169729
"504",4397.29382227665
"505",4373.06879588071
"506",4348.60054655444
"507",4325.34161510836
"508",4301.20465972943
"509",4276.16364051551
"510",4251.38015550116
"511",4225.65954855789
"512",4201.13163122078
"513",4175.14520967361
"514",4148.03508756071
"515",4119.91376417411
"516",4091.52262929815
"517",4063.92162021363
"518",4035.74069648374
"519",4007.63860699424
"520",3978.78975245252
"521",3948.99251667986
"522",3920.52617840201
"523",3891.77879545496
"524",3862.13262649649
"525",3832.96692397558
"526",3804.90159641133
"527",3777.66989001863
"528",3751.40918215569
"529",3726.27377869681
"530",3701.46380079847
"531",3677.12121716283
"532",3652.74864901936
"533",3630.01516485373
"534",3607.76511125494
"535",3584.62814952623
"536",3562.4879619667
"537",3539.70916203871
"538",3516.85108665277
"539",3495.1124741894
"540",3472.00175592319
"541",3449.54264896069
"542",3425.30428649273
"543",3399.2494972905
"544",3373.7897091902
"545",3347.44092589449
"546",3321.57052318682
"547",3295.66593458553
"548",3268.70906950163
"549",3241.7642256798
"550",3214.0813611074
"551",3188.87160384432
"552",3162.67533362799
"553",3138.36352243326
"554",3112.71575710382
"555",3086.87830266288
"556",3060.45791759094
"557",3034.10532142496
"558",3009.29108671223
"559",2984.32265703718
"560",2959.12136685641
"561",2932.34069104075
"562",2907.00577629226
"563",2881.4536270199
"564",2856.47229852831
"565",2832.13441913768
"566",2805.35907095974
"567",2779.14842890552
"568",2752.16000064619
"569",2727.61207176281
"570",2701.86434708946
"571",2677.34983342316
"572",2652.92362098369
"573",2627.43217228782
"574",2602.25920624043
"575",2576.51659804083
"576",2552.27418638396
"577",2527.13857473086
"578",2502.88129534235
"579",2477.63081452373
"580",2450.96638127073
"581",2425.96437699013
"582",2399.05394648805
"583",2373.24717945065
"584",2348.51428695176
"585",2321.93282882409
"586",2295.76217256067
"587",2268.75424824994
"588",2239.89528023772
"589",2210.38882506199
"590",2181.07125137962
"591",2150.23717508139
"592",2117.9940967798
"593",2086.44396346691
"594",2053.00425931968
"595",2018.0803393831
"596",1982.07126699217
"597",1943.94879030682
"598",1904.36046764271
"599",1864.85104009955
"600",1825.98783015055
"601",1786.65641792825
"602",1746.22745152175
"603",1705.37476822304
"604",1663.79538072993
"605",1623.29075787738
"606",1583.60537029168
"607",1544.82880831532
"608",1505.28773007653
"609",1465.38516844501
"610",1427.60420715189
"611",1389.09668872083
"612",1351.00835350984
"613",1314.11927161131
"614",1274.9118331021
"615",1237.73622104663
"616",1201.52300748796
"617",1166.41953815834
"618",1131.7327724149
"619",1096.65048661125
"620",1061.97319336615
"621",1025.98513605184
"622",992.220869750769
"623",958.743990849751
"624",924.200706858657
"625",890.348646814192
"626",854.77762493856
"627",816.937864497925
"628",778.277201835594
"629",738.485385776825
"630",698.085955239854
"631",657.632538825978
"632",615.514985880776
"633",572.773770849072
"634",527.526627859061
"635",482.118043885501
"636",436.616292823313
"637",390.278851782463
"638",342.151548184378
"639",292.354281908504
"640",241.16899002254
"641",188.679544099261
"642",135.468517746677
"643",80.2626490736141
"644",23.327999831274
"645",-36.4546129035343
"646",-96.6292656558475
"647",-157.98154372993
"648",-219.695724165675
"649",-282.464430583846
"650",-345.328488700915
"651",-409.02450599088
"652",-471.828016523266
"653",-532.538720189401
"654",-595.461890336676
"655",-656.134553808781
"656",-716.356689677538
"657",-776.049526448611
"658",-832.566126853031
"659",-888.410559988405
"660",-942.842034278056
"661",-997.268871374807
"662",-1051.74294716311
"663",-1105.15117730273
"664",-1158.86954440917
"665",-1211.66122124391
"666",-1263.55199045896
"667",-1315.00740583282
"668",-1366.04355084503
"669",-1416.81206411286
"670",-1469.76826398598
"671",-1522.18960614119
"672",-1575.22161396191
"673",-1629.54134632589
"674",-1681.05959896737
"675",-1733.53683842498
"676",-1786.02841700024
"677",-1839.25998637364
"678",-1894.27600959795
"679",-1948.20058020833
"680",-2002.49351815672
"681",-2054.06587601745
"682",-2107.92264063131
"683",-2160.126949713
"684",-2211.52144984378
"685",-2264.80855089394
"686",-2314.70458419354
"687",-2366.09960534904
"688",-2416.71924180574
"689",-2464.40821506152
"690",-2512.03024154164
"691",-2558.67441959966
"692",-2605.73998000021
"693",-2654.37225108827
"694",-2703.14533886714
"695",-2751.02707780005
"696",-2799.66648503806
"697",-2847.67546667782
"698",-2896.10569534166
"699",-2946.59649113931
"700",-2997.62127017178
"701",-3049.29625365695
"702",-3104.06242132758
"703",-3158.29848188744
"704",-3213.29650297383
"705",-3270.30440521642
"706",-3326.22835928731
"707",-3383.18399251057
"708",-3441.9809939547
"709",-3498.94350684079
"710",-3558.01011804419
"711",-3617.00574907807
"712",-3675.31053754786
"713",-3734.3404864657
"714",-3792.26914733887
"715",-3851.86449954981
"716",-3909.62188644195
"717",-3968.09769015576
"718",-4027.33140876883
"719",-4086.31868680165
"720",-4147.22311851719
"721",-4208.62929495191
"722",-4271.8068411612
"723",-4334.58163036254
"724",-4400.06003661894
"725",-4467.31796947719
"726",-4534.96515023223
"727",-4603.35644456749
"728",-4671.82468438317
"729",-4742.08722603662
"730",-4813.58632894847
"731",-4886.33129413327
"732",-4959.57582191977
"733",-5032.61867461529
"734",-5104.45845900892
"735",-5176.95583147693
"736",-5250.39601016019
"737",-5324.19678541985
"738",-5398.48298442982
"739",-5474.09313943532
"740",-5548.79167292911
"741",-5623.48539029577
"742",-5698.61622903812
"743",-5776.23234482837
"744",-5855.13842084244
"745",-5933.6003607757
"746",-6013.08442300662
"747",-6091.23903444569
"748",-6171.92049713068
"749",-6253.30614489948
"750",-6333.35061482672
"751",-6415.09926475851
"752",-6494.83607976469
"753",-6575.60437310928
"754",-6657.74568193276
"755",-6737.88028739528
"756",-6817.56266600395
"757",-6897.96188324068
"758",-6977.43694539366
"759",-7058.96204974678
"760",-7140.01245333259
"761",-7220.20005871898
"762",-7300.92444186233
"763",-7382.03917351764
"764",-7463.73695776349
"765",-7546.15604396937
"766",-7629.21747203608
"767",-7711.62567603546
"768",-7793.87266454632
"769",-7877.63217835354
"770",-7962.1482377068
"771",-8047.11433059151
"772",-8130.89924964316
"773",-8214.52229384519
"774",-8297.60885348456
"775",-8379.81740675982
"776",-8462.28824572588
"777",-8544.24195985513
"778",-8624.38095839388
"779",-8704.21554133201
"780",-8782.21717876325
"781",-8857.44018693332
"782",-8932.67768199788
"783",-9007.38411657286
"784",-9080.16692513848
"785",-9153.08240818812
"786",-9223.51336184117
"787",-9293.11168868897
"788",-9362.30536880103
"789",-9430.28913495782
"790",-9498.90089130256
"791",-9565.55230017988
"792",-9632.24597287378
"793",-9699.08769203502
"794",-9763.85392437441
"795",-9829.78761478177
"796",-9894.96726813058
"797",-9960.25106975364
"798",-10024.1875606731
"799",-10086.9441713846
"800",-10149.8433303116
"801",-10212.0012239227
"802",-10276.5220993736
"803",-10341.8264632498
"804",-10405.866862743
"805",-10469.347043595
"806",-10531.1489568606
"807",-10593.1095716413
"808",-10655.5709630982
"809",-10717.9157688023
"810",-10780.2808652526
"811",-10843.1321498517
"812",-10904.9349561688
"813",-10965.4200409541
"814",-11026.5697428079
"815",-11085.3843584533
"816",-11145.2003309833
"817",-11206.3570465829
"818",-11265.3712163272
"819",-11327.2960485995
"820",-11387.0611708372
"821",-11446.23950916
"822",-11506.0279766303
"823",-11564.6926888337
"824",-11623.8204078356
"825",-11684.250689689
"826",-11744.2879386664
"827",-11802.4171343102
"828",-11861.4931414679
"829",-11919.8835325274
"830",-11977.9906926377
"831",-12036.3280599946
"832",-12093.8444946005
"833",-12152.9588222805
"834",-12211.6857916136
"835",-12271.7198420843
"836",-12331.5641733716
"837",-12390.0500693722
"838",-12448.9843601577
"839",-12508.4490350828
"840",-12567.2186144198
"841",-12626.8198685998
"842",-12687.0167399023
"843",-12746.0607478611
"844",-12802.7371043892
"845",-12859.9214686142
"846",-12914.1372459946
"847",-12967.8735550531
"848",-13021.9148399094
"849",-13073.9737127474
"850",-13126.7743019989
"851",-13178.0421214628
"852",-13228.0204734494
"853",-13277.0682117677
"854",-13323.9750357852
"855",-13370.3808996676
"856",-13414.4779996642
"857",-13460.7158850806
"858",-13505.9997060769
"859",-13550.1969344545
"860",-13595.5843222148
"861",-13639.3493916096
"862",-13681.6062603631
"863",-13725.755432465
"864",-13769.4304365287
"865",-13812.4290857925
"866",-13855.6365590877
"867",-13898.8858369323
"868",-13942.491379114
"869",-13987.3317506003
"870",-14031.5246876146
"871",-14076.487861081
"872",-14118.6269710384
"873",-14159.2674788529
"874",-14201.8232359982
"875",-14243.0860770161
"876",-14284.0285358304
"877",-14326.4217398714
"878",-14365.7987966174
"879",-14405.1366291873
"880",-14445.4892520496
"881",-14485.0484030057
"882",-14524.5674138063
"883",-14565.1144400133
"884",-14606.2724089311
"885",-14646.1257075671
"886",-14686.616400256
"887",-14727.7053364519
"888",-14767.5403698704
"889",-14809.339698267
"890",-14852.8378385448
"891",-14895.4863189869
"892",-14937.4254458433
"893",-14980.7432394449
"894",-15022.0529615724
"895",-15065.6692267361
"896",-15111.3224798987
"897",-15154.4128245157
"898",-15200.1263223187
"899",-15244.7473557275
"900",-15288.8571519088
"901",-15334.122827929
"902",-15376.9682469946
"903",-15419.2903298793
"904",-15461.2111799974
"905",-15503.8233612921
"906",-15545.7261700257
"907",-15586.9909807339
"908",-15627.308422918
"909",-15665.2307615035
"910",-15705.0519742933
"911",-15744.9490206464
"912",-15784.973880529
"913",-15826.7647438467
"914",-15867.3354361562
"915",-15909.0618542419
"916",-15952.9210753072
"917",-15996.8411495496
"918",-16041.9317171771
"919",-16088.2810183952
"920",-16134.7148555496
"921",-16182.5673321584
"922",-16232.1296826325
"923",-16282.9740581674
"924",-16334.4071171585
"925",-16386.2171165612
"926",-16439.1140941108
"927",-16491.5979206429
"928",-16547.0697442088
"929",-16601.7998631927
"930",-16655.4183895124
"931",-16709.3085257627
"932",-16763.8398874602
"933",-16818.9460541343
"934",-16873.9622126526
"935",-16929.5532941885
"936",-16983.5431399486
"937",-17035.6833429563
"938",-17089.0920930787
"939",-17144.5838814241
"940",-17197.5635747279
"941",-17250.5068778868
"942",-17304.3959017531
"943",-17355.6608199343
"944",-17407.1493625813
"945",-17458.6488231265
"946",-17510.4852416992
"947",-17560.2541922818
"948",-17610.00356995
"949",-17659.5280081144
"950",-17707.3256553503
"951",-17754.9646831811
"952",-17802.3165249288
"953",-17849.5045735886
"954",-17895.2866455461
"955",-17940.32367004
"956",-17985.1970298806
"957",-18029.2798217238
"958",-18073.2413276907
"959",-18117.3446918704
"960",-18161.4963956329
"961",-18203.3099512169
"962",-18245.2670567111
"963",-18286.2026871107
"964",-18325.4629269967
"965",-18367.7819962059
"966",-18408.2448081233
"967",-18448.2661637282
"968",-18488.0660610155
"969",-18525.7064507658
"970",-18561.7956697568
"971",-18598.2793140714
"972",-18633.9728503948
"973",-18670.0139325064
"974",-18705.4571527995
"975",-18739.8200235132
"976",-18773.2924635306
"977",-18806.1438311681
"978",-18839.1311460882
"979",-18872.1162796022
"980",-18906.7578964298
"981",-18941.8500142756
"982",-18977.7227281164
"983",-19013.2930685176
"984",-19048.9340642565
"985",-19083.5771740367
"986",-19119.0945410715
"987",-19156.8052779816
"988",-19193.6672020883
"989",-19230.8502271619
"990",-19267.637988951
"991",-19305.6777445091
"992",-19342.4428611275
"993",-19380.8777482953
"994",-19417.6788087853
"995",-19453.1619379658
"996",-19490.4180037549
"997",-19526.9789454982
"998",-19566.2411776427
"999",-19604.1452613598
"1000",-19642.9579400288
"1001",-19681.2523196994
"1002",-19719.4351772128
"1003",-19758.4431414138
"1004",-19794.850762339
"1005",-19834.725712597
"1006",-19873.9819299913
"1007",-19912.2297243439
"1008",-19952.5479677909
"1009",-19990.1770670296
"1010",-20027.0767533289
"1011",-20063.8054924883
"1012",-20099.8766305927
"1013",-20134.7470371352
"1014",-20167.9794377203
"1015",-20201.6363806999
"1016",-20235.5924418904
"1017",-20267.1225252663
"1018",-20299.3031190455
"1019",-20330.7168755787
"1020",-20359.8464635067
"1021",-20389.6228971767
"1022",-20419.8025037058
"1023",-20449.0116772781
"1024",-20479.2077369407
"1025",-20509.6666051984
"1026",-20538.6501030341
"1027",-20567.03079842
"1028",-20597.0065452366
"1029",-20626.1923668817
"1030",-20655.2161649451
"1031",-20684.7017394377
"1032",-20712.246301645
"1033",-20740.8381596655
"1034",-20768.6399978575
"1035",-20796.3205646112
"1036",-20823.4184646927
"1037",-20850.12004621
"1038",-20878.2477838575
"1039",-20905.350102788
"1040",-20932.3006594813
"1041",-20959.78465176
"1042",-20987.5122481112
"1043",-21014.3586804961
"1044",-21043.3897680683
"1045",-21070.3312419683
"1046",-21098.3388843771
"1047",-21129.3310909685
"1048",-21157.8576850415
"1049",-21188.4483540078
"1050",-21218.6911047148
"1051",-21248.6128840888
"1052",-21280.9707863447
"1053",-21313.352214755
"1054",-21347.3995308704
"1055",-21381.8939638739
"1056",-21418.302510522
"1057",-21455.3133346836
"1058",-21492.8912754869
"1059",-21533.8647816352
"1060",-21575.2971378585
"1061",-21619.3731559007
"1062",-21663.9749118999
"1063",-21708.734119368
"1064",-21755.8655192293
"1065",-21804.067488294
"1066",-21854.0663237269
"1067",-21904.759754488
"1068",-21956.633215477
"1069",-22010.5211185286
"1070",-22065.0290725578
"1071",-22120.4131881965
"1072",-22177.231224368
"1073",-22234.5595684282
"1074",-22294.849789049
"1075",-22355.752718406
"1076",-22417.1678335497
"1077",-22477.3583278061
"1078",-22537.5410239069
"1079",-22599.0234422686
"1080",-22661.2416499761
"1081",-22724.2621967227
"1082",-22787.1948183032
"1083",-22849.6616395634
"1084",-22910.5759316141
"1085",-22972.3366028818
"1086",-23034.2259795099
"1087",-23096.260585362
"1088",-23158.0257286801
"1089",-23219.4877962963
"1090",-23282.1042825863
"1091",-23344.3207764618
"1092",-23407.8268337822
"1093",-23471.7062945852
"1094",-23537.028875261
"1095",-23602.5975552121
"1096",-23670.3424340616
"1097",-23739.8068197192
"1098",-23809.3019658684
"1099",-23881.5158628404
"1100",-23955.332524825
"1101",-24029.8825428862
"1102",-24107.5321884427
"1103",-24185.9134574241
"1104",-24265.1225965035
"1105",-24345.4144267873
"1106",-24425.2751905776
"1107",-24507.0160115959
"1108",-24589.4831470766
"1109",-24672.1337794722
"1110",-24756.5005267016
"1111",-24838.630420604
"1112",-24920.674659364
"1113",-25000.631601584
"1114",-25080.5154384468
"1115",-25159.7893059214
"1116",-25237.0203068024
"1117",-25314.8861028707
"1118",-25388.5930610234
"1119",-25461.247643387
"1120",-25532.2627670263
"1121",-25600.3789001563
"1122",-25668.2559950305
"1123",-25734.4982701792
"1124",-25801.5306822992
"1125",-25865.7602425657
"1126",-25929.8196069089
"1127",-25993.1447752482
"1128",-26055.761328494
"1129",-26118.5301963054
"1130",-26181.1614196131
"1131",-26243.6606672999
"1132",-26305.4712336654
"1133",-26367.1770282153
"1134",-26428.3025727673
"1135",-26489.276201575
"1136",-26549.8087736555
"1137",-26610.6223079055
"1138",-26669.6637017738
"1139",-26726.9819581222
"1140",-26783.4636168249
"1141",-26838.3226106301
"1142",-26894.7970648539
"1143",-26949.7060527367
"1144",-27003.8567104551
"1145",-27057.3112818512
"1146",-27110.9007087059
"1147",-27164.5479404862
"1148",-27218.066663436
"1149",-27272.3185684094
"1150",-27325.1804423553
"1151",-27378.7351493857
"1152",-27434.3442386906
"1153",-27489.7458616982
"1154",-27546.1790877013
"1155",-27604.6677236693
"1156",-27662.1773063153
"1157",-27720.5315971569
"1158",-27780.0983024444
"1159",-27838.1967794697
"1160",-27897.8765930238
"1161",-27958.0421409297
"1162",-28018.491358277
"1163",-28079.3043815223
"1164",-28140.792133787
"1165",-28203.5475264093
"1166",-28264.3863734781
"1167",-28326.4666181624
"1168",-28388.4304617628
"1169",-28449.6467260491
"1170",-28511.9638744825
"1171",-28574.214692083
"1172",-28636.4227295738
"1173",-28699.0633995427
"1174",-28760.4291410118
"1175",-28820.2522496911
"1176",-28880.3122853157
"1177",-28937.4593989239
"1178",-28996.6672166377
"1179",-29055.9049354886
"1180",-29114.2706347168
"1181",-29174.3955825531
"1182",-29230.6774004037
"1183",-29286.1823006473
"1184",-29342.4017571505
"1185",-29398.9459931179
"1186",-29455.7260153286
"1187",-29513.5216319835
"1188",-29569.8935633516
"1189",-29625.8861557534
"1190",-29681.1026865828
"1191",-29736.4434364133
"1192",-29791.2185542429
"1193",-29847.2291696806
"1194",-29901.9515545812
"1195",-29954.7767397677
"1196",-30006.6619218567
"1197",-30057.2272024304
"1198",-30108.4936049074
"1199",-30157.4813717846
"1200",-30206.5689232554
"1201",-30253.4913013692
"1202",-30299.4820168053
"1203",-30347.5067688502
"1204",-30390.6530189156
"1205",-30435.741462727
"1206",-30479.7288570044
"1207",-30522.2200355123
"1208",-30568.0175780449
